1,DHR,GE expected to report 13 percent rise in profit,"BOSTON (Reuters) - Analysts expect General Electric Co (GE.N) to report a 13 percent rise in net profit on Friday, with strong demand from emerging markets continuing to offset weak U.S. demand and its slimmed-down finance arm.  The largest U.S. conglomerate is experiencing strong demand for a variety of its heavy equipment, from aircraft engines, to gas turbines, to gear used in producing oil and natural gas, company officials have said.  “Business is good,” Chief Executive Office Jeff Immelt told reporters in Greenville, South Carolina, last week. “You have this backdrop of tremendous demand.”  That tremendous demand is largely coming from key emerging markets such as China, Brazil and parts of the Middle East. Demand at home is spottier, particularly for consumer products, due to lingering high U.S. unemployment and low home prices. GE does more than half its business outside the United States.  The gap between strength in the developing world and sluggishness at home has colored earnings reports across the industrial sector this quarter. United Technologies Corp (UTX.N), which generates about 60 percent of its revenue outside the United States, topped analysts’ forecasts this week, while Ingersoll Rand Plc (IR.N), which has a large residential air conditioner business, missed.  Wall Street expects GE to report a net profit of $3.43 billion, earnings per share of 32 cents and $34.7 billion in revenue, according to Thomson Reuters I/B/E/S. The revenue target implies a 7 percent drop, which reflects the company’s continuing drive to scale back its GE Capital finance arm.  One thing that investors will likely not get from GE management is a detailed view of the rest of the year. Unlike its peers, GE does not provide per-share profit forecasts.  That could help GE shares by sparing them the sell-offs that companies, including Danaher Corp (DHR.N), have seen after issuing what analysts described as cautious second-half targets.  “There is just so much macro uncertainty, even if it’s not fully manifesting in companies’ results. I don’t think anyone has too much incentive to be a hero going into the back half,” said Jeffrey Sprague, managing partner at Vertical Research.  Analysts expect GE’s total 2011 profit to rise 18 percent.  The Fairfield, Connecticut-based company's shares have risen about 3 percent so far this year, trailing the 9 percent rise of the Dow Jones Industrial average .DJI.  ",7212011,http://www.reuters.com/article/us-ge/ge-expected-to-report-13-percent-rise-in-profit-idUSTRE76K7FO20110721
2,DHR,PREVIEW-GE expected to report 13 percent rise in profit," * To report second-quarter results on Friday   * Analysts see EPS of $0.32, revenue $34.7 billion   * Emerging market demand driving growth   By Scott Malone   BOSTON, July 21 (Reuters) - Analysts expect General Electric Co (GE.N) to report a 13 percent rise in net profit on Friday, with strong demand from emerging markets continuing to offset weak U.S. demand and its slimmed-down finance arm.   The largest U.S. conglomerate is experiencing strong demand for a variety of its heavy equipment, from aircraft engines, to gas turbines, to gear used in producing oil and natural gas, company officials have said.   “Business is good,” Chief Executive Office Jeff Immelt told reporters in Greenville, South Carolina, last week. “You have this backdrop of tremendous demand.”   That tremendous demand is largely coming from key emerging markets such as China, Brazil and parts of the Middle East. Demand at home is spottier, particularly for consumer products, due to lingering high U.S. unemployment and low home prices. GE does more than half its business outside the United States.   The gap between strength in the developing world and sluggishness at home has colored earnings reports across the industrial sector this quarter. United Technologies Corp (UTX.N), which generates about 60 percent of its revenue outside the United States, topped analysts’ forecasts this week, while Ingersoll Rand Plc (IR.N), which has a large residential air conditioner business, missed.   Wall Street expects GE to report a net profit of $3.43 billion, earnings per share of 32 cents and $34.7 billion in revenue, according to Thomson Reuters I/B/E/S. The revenue target implies a 7 percent drop, which reflects the company’s continuing drive to scale back its GE Capital finance arm.   One thing that investors will likely not get from GE management is a detailed view of the rest of the year. Unlike its peers, GE does not provide per-share profit forecasts.   That could help GE shares by sparing them the sell-offs that companies, including Danaher Corp (DHR.N), have seen after issuing what analysts described as cautious second-half targets.   “There is just so much macro uncertainty, even if it’s not fully manifesting in companies’ results. I don’t think anyone has too much incentive to be a hero going into the back half,” said Jeffrey Sprague, managing partner at Vertical Research.   Analysts expect GE’s total 2011 profit to rise 18 percent.   The Fairfield, Connecticut-based company's shares have risen about 3 percent so far this year, trailing the 9 percent rise of the Dow Jones Industrial average .DJI.   (Reporting by Scott Malone in Boston; additional reporting by Nick Zieminski in New York)   ",7212011,http://www.reuters.com/article/ge/preview-ge-expected-to-report-13-percent-rise-in-profit-idUSN1E76K0TZ20110721
3,DHR,UPDATE 4-Danaher beats but shares fall on outlook,"   * Q2 adjusted EPS $0.69 vs. expected $0.67   * Q2 sales rise 16 pct to $3.71 bln   * Raises full-year profit view to $2.75-$2.85/shr   * Shares down 3 percent  (Adds analyst and CEO comment, updates shares)   NEW YORK, July 21 (Reuters) - Industrial and healthcare conglomerate Danaher Corp (DHR.N) reported higher-than-expected quarterly earnings on Thursday as profit margins expanded in its industrial and test and measurement divisions, but the company’s forecast disappointed investors and shares fell.   The company raised its full-year profit forecast to a range of $2.75 to $2.82 per share, up from its prior estimate of $2.65 to $2.75. The average analyst estimate is $2.82.    “The guidance was relatively restrained,” said Jeff Sprague, managing partner with Vertical Research.   “There is some legitimate uncertainty about the momentum in the back half. Companies aren’t sounding like they think the wheels are falling off, but I think they’re in a bit of a defensive posture.”   Danaher shares were down 2.8 percent at $51.60 in midday trading on the New York Stock Exchange. At their lows of the day, they fell to their worst level since December.   In the second quarter, net profit rose to $648.8 million, or 94 cents per share, from $372.5 million or 55 cents per share a year earlier. Excluding items, earnings from continuing operations amounted to 69 cents per share, 2 cents above the average Wall Street estimate.   Revenue rose 16 percent to $3.71 billion, beating the average forecast of $3.52 billion, according to Thomson Reuters I/B/E/S. Acquisitions and a weaker U.S. dollar together accounted for about half of the sales increase.   Profit margins were little changed at three of Danaher’s five divisions. But they expanded by more than a percentage point in its industrial technologies business and test and measurement segment, whose products include testing equipment for telecommunications networks.   Both also showed the strongest sales increases.   Danaher Chief Executive Larry Culp noted strong geographic differences in the industrial business.   “Emerging markets led the developed markets and the U.S. was ahead of Europe, so it was really the first time we saw that differentiated performance (in the industrial segment),” Culp said on a conference call.   The Washington, D.C.-based maker of medical technology, dental tools and water treatment equipment said it expects to earn 66 to 71 cents per share in the third quarter. Analysts on average have been expecting earnings of 72 cents per share.   Danaher also said it expected margins to improve in its dental business in the third quarter, while its industrial business will again grow faster than the company average, helped in part by demand for product identification technology.  (Reporting by Nick Zieminski, additional reporting by Scott Malone in Boston; Editing by Lisa Von Ahn, Ted Kerr and Matthew Lewis)   ",7212011,http://www.reuters.com/article/danaher/update-4-danaher-beats-but-shares-fall-on-outlook-idUSN1E76H0GB20110721
4,DHR,Danaher profit tops Street expectations,"NEW YORK (Reuters) - Industrial and healthcare conglomerate Danaher Corp (DHR.N) reported higher-than-expected quarterly earnings on Thursday amid sharply higher profit margins in its industrial and test and measurement divisions.  Danaher earned a net $648.8 million, or 94 cents per share, compared with $372.5 million, or 55 cents per share, a year earlier.  Excluding items, earnings from continuing operations were 69 cents per share, which was 2 cents above Wall Street estimates.  Revenue rose 16 percent to $3.71 billion, beating Wall Street forecasts of $3.52 billion. Acquisitions and a weaker U.S. dollar together accounted for about half of the sales increase.  Profit margins were little changed at three of Danaher’s five divisions. But they expanded by more than a percentage point at the test and measurement segment, whose products include testing equipment for telecommunications networks, and at the industrial technologies business. Both also showed the strongest sales increases.  The Washington-based maker of medical technology, dental tools and water treatment equipment did not immediately update its full-year profit forecast. It typically does that on its analysts’ conference call.  ",7212011,http://www.reuters.com/article/us-danaher/danaher-profit-tops-street-expectations-idUSTRE76K2AF20110721
5,DHR,Consumer markets hurt some industrial earnings,"NEW YORK/BOSTON (Reuters) - Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets, especially in the United States.  3M Co's (MMM.N) earnings met Wall Street forecasts, and the global conglomerate reported strong industrial demand, but also had sharply lower sales in its display and graphics division. Its shares were down 4.8 percent at $90.50 on the New York Stock Exchange, the biggest drag on the Dow Jones industrial average .DJI at midday on Tuesday.  3M’s report was one of several early alarm bells about demand in the second half of 2011, amid persistently high unemployment, a U.S. housing market at multi-year lows, and a political impasse over the debt ceiling.  If U.S. and global economies slow down, cyclical manufacturers may be one of the first sectors where that slowdown will be visible. Near-term profit expectations may come down, said industrials analyst Jeff Windau of Edward Jones.  “Even with some warning signs and potential economic slowing, we still have high expectations,” Windau said. “You see some signs of weakness. The consumer is the most obvious.”  3M said Japan’s March earthquake had reduced sales and profit margins in its display and graphics division, which makes specialty films for computers and televisions. Lower consumer spending was also a factor.  “The LCD TV business is ... going through one of those down cycles that reflect inventory corrections and, ultimately, a less robust consumer end market,” 3M Chief Executive George Buckley told analysts.  Expectations were fairly high for 3M, said Peter Klein, senior portfolio manager at Fifth Third Asset Management in Cleveland. It met estimates because of a weaker dollar and a boost from acquisitions.  “Display and graphics was the weak spot and that’s a consumer item,” Klein said. “That just speaks to the pullback by consumers. It’s not unexpected, but it’s a concern.”  A wider index of U.S. capital goods companies .GSPI was down 1.8 percent. The sour mood affected even companies whose earnings came in ahead of expectations, like Pentair (PNR.N), a maker of filtration and electrical systems whose third-quarter profit outlook disappointed.  Warning signs were not limited to industrial names.  Texas Instruments TXN.N on Monday gave a lukewarm outlook, suggesting back-to-school sales of computers and other electronics would be weaker than normal.  ARM Holdings ARM.L also sounded a note of caution about electronic goods sales this coming Christmas, overshadowing a better-than-expected second quarter.  And Ford Motor (F.N) trimmed its forecast for industry auto sales in North America even as its profit topped expectations on strong pricing.  Shares of United Parcel Service were down 4.7 percent at $70.54 after a modest earnings beat. The world’s largest package delivery company, whose iconic brown trucks carry some 6 percent of the U.S. economy, said it was cautious about its upcoming peak shipping season.  “We have to get unemployment rates down in this country to get consumer confidence up,” CEO Scott Davis said.  Steel and aluminum companies have reported stronger demand from some industrial sectors, but said profits are still constrained by weakness in residential and non-residential construction in Europe and North America.  AK Steel Holding Corp (AKS.N) said it expected a sharp fall in third-quarter operating profit. U.S. Steel (X.N), the biggest U.S. steelmaker, also expects a lower third-quarter profit. Shares of both companies fell.  Though earnings from companies affected by consumer spending hinted at a slowdown, other signs suggested shoppers remain resilient. U.S. stocks pared losses as a better-than-expected reading on consumer confidence boosted investor optimism.  Several other manufacturing names missed profit forecasts.  Illinois Tool Works Inc (ITW.N) missed Wall Street estimates and the industrial conglomerate said it expected moderating demand in the second half of the year, sending its stock down 8.3 percent to $52.28.  Truck maker Paccar (PCAR.O) cited economic uncertainty when it lowered its estimate of this year’s heavy-duty truck production in North America.  Carlisle Cos Inc’s (CSL.N) profit was hurt by raw material costs. Shares of the maker of roofing materials, specialty wheels and food equipment were down 10 percent at $43.76.  Lennox International (LII.N), which makes furnaces and air conditioners, cut its outlook. Earnings missed forecasts by a wide margin, and shares fell 8.6 percent to $37.66.  A bright spot in U.S. industrial earnings was Cummins Inc (CMI.N), which credited strong international markets for its profit growth. The diesel engine maker said demand from truck, mining and energy markets remained strong and raised its earnings forecast.  ",7262011,http://www.reuters.com/article/us-usa-industrials-earnings/consumer-markets-hurt-some-industrial-earnings-idUSTRE76P4LC20110726
6,DHR,WRAPUP 2-Consumer markets hurt some industrial earnings,,7262011,http://www.reuters.com/article/usa-industrials-earnings/wrapup-2-consumer-markets-hurt-some-industrial-earnings-idUSN1E76P0E620110726
7,DHR,Consumer markets hurt some industrial earnings,"NEW YORK/BOSTON (Reuters) - Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets, especially in the United States.  3M Co's (MMM.N) earnings met Wall Street forecasts, and the global conglomerate reported strong industrial demand, but sharply lower sales in its display and graphics division. Its shares fell more than 4 percent on Tuesday, dragging down the Dow Jones industrial average .DJI.  3M said Japan’s March earthquake had reduced sales and profit margins in the display and graphics division, which makes specialty films for computers and televisions.  “If everybody else is beating and you’re not, you lose,” said analyst Brian Langenberg of Langenberg & Co. “It’s a relative beauty contest.”  Industrial peers W.W. Grainger (GWW.N), United Technologies (UTX.N), General Electric (GE.N), and Danaher (DHR.N) beat expectations this quarter, Langenberg said, while 3M’s display and graphics business missed on both sales and profits, in part because of production disruptions in Japan.  3M Chief Executive Officer George Buckley tied weakness in that segment to lower consumer spending.  “The LCD TV business is ... simply going through one of those down cycles that reflect inventory corrections and, ultimately, a less robust consumer end market,” Buckley said on a conference call.  Expectations were pretty high for 3M, said Peter Klein, senior portfolio manager at Fifth Third Asset Management in Cleveland.  3M met Wall Street earnings estimates partly because of a weaker dollar and a boost from acquisitions “so maybe the quality of that wasn’t as high as people may have wanted to see,” Klein said.  “Display and graphics was the weak spot and that’s a consumer item,” Klein said. “That just speaks to the pullback by consumers. It’s not unexpected, but it’s a concern.”  Increases in raw material costs also pinched margins, as 3M could not recoup them through price increases.  Shares of United Parcel Service fell 5 percent after a modest earnings beat. The world’s largest package delivery company, whose results are a closely watched indicator of consumer demand, said it was cautious about its upcoming peak shipping season.  Illinois Tool Works Inc’s (ITW.N) quarterly profit missed Wall Street forecasts, and the industrial conglomerate said it expected moderating demand in the second half of the year, sending its stock down more than 7 percent.  Among other results on Tuesday, truck maker Paccar (PCAR.O) cited economic uncertainty when it lowered its estimate of this year’s heavy-duty truck production in North America.  Lennox International (LII.N), which makes furnaces and air conditioners, posted lower sales in its residential equipment unit and cut its outlook. Earnings missed Wall Street forecasts by a wide margin, and its shares fell nearly 8 percent.  A bright spot in U.S. industrial earnings was Cummins Inc (CMI.N), which credited strong international markets for its profit growth. The diesel engine maker said demand from truck, mining and energy markets remained strong and raised its earnings forecast.",7262011,http://www.reuters.com/article/us-usa-industrials-earnings/consumer-markets-hurt-some-industrial-earnings-idUSTRE76P3UU20110726
8,DHR,UPDATE 3-3M profit meets forecasts; Japan hurts margins," * Q2 EPS $1.60 in line with estimates   * Q2 sales up 14 pct to $7.68 bln   * Sees 2011 EPS ex-items $6.32 to $6.47   * Shares down 3.3 percent  (Rewrites first paragraph; adds analyst comment, byline)   By Nick Zieminski   NEW YORK, July 26 (Reuters) - 3M Co’s (MMM.N) quarterly profit met Wall Street expectations on Tuesday, but its shares fell more than 3 percent as some investors were disappointed that the company did not follow the lead of its industrial peers with an earnings beat.   3M, whose products range from consumer goods like Post-It Notes to specialty films for computers and televisions, reported strong industrial demand but lower sales in its displays and graphics division, and the conglomerate said Japan’s March earthquake had reduced sales and profit margins.   “If everybody else is beating and you’re not, you lose,” said analyst Brian Langenberg of Langenberg & Co. “It’s a relative beauty contest.”   Industrial peers W.W. Grainger (GWW.N), United Technologies (UTX.N), General Electric (GE.N), and Danaher (DHR.N) beat expectations this quarter, Langenberg said, while 3M’s display and graphics business missed on both sales and profits, hurt in part by production disruptions in Japan.   Net earnings rose to $1.16 billion, or $1.60 per share, in the second quarter from $1.12 billion, or $1.54 per share, a year earlier.   While earnings only met analyst expectations, 3M’s sales growth exceeded them. Sales rose 14 percent to a record $7.68 billion, above Wall Street forecasts of $7.60 billion.   The weaker U.S. dollar helped boost revenue, while a lower-than-expected tax rate supported earnings, several analysts noted.   The industrial and transportation segments showed the strongest sales growth, up 18 percent, while sales of consumer and office goods rose 4 percent. The only sales decline was in 3M’s display and graphics segment, down 11 percent, partly reflecting lower production of liquid crystal displays.   “A larger-than-anticipated contraction in LCD TV end-market demand affected our sales, reflecting a tighter consumer electronics market,” 3M Chief Executive Officer George Buckley said.   Shares of 3M, part of the Dow Jones industrial average, were down 3.3 percent at $91.95 shortly before the market opened. The stock has outperformed its industrial peers since early June.   3M, which has greater exposure to Japan than most of its peers, said the March earthquake, which shut production of autos and consumer electronics, reduced quarterly earnings by 7 cents a share and hurt operating margins by half a percentage point. It expects the disaster to lower earnings in the back half the year by up to 5 cents a share.   Still, 3M raised the lower end of its 2011 profit forecast by 5 cents a share to a range of $6.32 to $6.47, excluding pension and other costs.   Because many of 3M’s products are low-cost, quickly used and sold all over the world, the company is a barometer of global industrial health amid a European debt crisis, China’s efforts to tame inflation, and stagnant economic growth in the United States.   Growth in Europe was actually the strongest in the quarter, followed by Latin America and Canada, Asia-Pacific, all up at double-digit percentage rates. U.S. sales grew a more modest 8.7 percent.   3M gets more than 30 percent of its sales from fast-growing emerging markets.  (Reporting by Nick Zieminski, editing by Gerald E. McCormick and Lisa Von Ahn)   ",7262011,http://www.reuters.com/article/3m/update-3-3m-profit-meets-forecasts-japan-hurts-margins-idUSN1E76O0VJ20110726
9,DHR,UPDATE 4-PerkinElmer to buy Caliper for $600 mln," * To pay $10.50 per share for Caliper Life Sciences   * To cut PerkinElmer 2012 net EPS by 5 cents per share   * Could add as much as 20 cents per share to 2013 earnings   * Deal, approved by both boards, seen closing in 4th qtr   * Caliper shares jump 41 percent, PerkinElmer down 2.9 pct  (Updates share prices, adds Caliper revenue)   By Bill Berkrot   NEW YORK, Sept 8 (Reuters) - PerkinElmer Inc (PKI.N) agreed to buy Caliper Life Sciences Inc CALP.O for $600 million to broaden its product offerings in molecular imaging and genomic detection technologies.   The deal marks the biggest acquisition for PerkinElmer under Robert Friel, who became its chief executive in 2008.   PerkinElmer, which sells scientific instruments, environmental safety monitoring products and medical testing equipment, said on Thursday it would pay $10.50 per share for Caliper, which represents a 42 percent premium over its Wednesday closing share price of $7.39 on Wednesday.   Caliper shares jumped 41 percent to $10.39 on Nasdaq, while PerkinElmer shares were down nearly 3 percent at $21.40 on the New York Stock Exchange..   “The most attractive part of Caliper is the terrific technology and intellectual property that they bring,” Friel said in a telephone interview.   The acquisition “allows us to take their products through our distribution to markets outside the U.S. and Europe,” said Friel, who has his sights on Asia and other emerging markets for Caliper offerings.   The deal, which has been approved by both boards and is expected to close in the fourth quarter, will cut about 5 cents per share from PerkinElmer’s 2012 net earnings, the company said. It could add about 8 cents per share to adjusted 2012 earnings, excluding special items.   The acquisition could add as much as 20 cents a share to PerkinElmer earnings in 2013, Friel said.   Caliper had 2010 sales of about $124 million and forecast 2011 revenue would increase between 12 percent and 20 percent.   Caliper products include DNA sequencing equipment, reagents and microfluids used for gene and protein detection, preclinical imaging instruments and automated laboratory equipment.   “It is highly complementary to the logistics of their current portfolio,” said Mizuho Securities analyst Peter Lawson. “It fits in very neatly with lots of recent acquisitions that PerkinElmer made.”   Cash on hand will be used to pay for about a third of the deal, with the rest to be financed through a public bond offering, Friel said.   Kevin Hrusovsky, chief executive of Hopkinton, Massachusetts-based Caliper, is expected to join PerkinElmer’s senior management team following the close of the deal.   PerkinElmer, which is based outside Boston, has been acquisitive in recent years, typically making several deals a year in the $50 million to $100 million range.   In its more recent acquisition, PerkinElmer in June bought London-based Dexela Ltd, a maker of X-ray detection technologies, for about $30 million.   Published reports in February had PerkinElmer close to acquiring Beckman Coulter in what would have been by far its biggest deal, but PerkinElmer never confirmed that it was in the bidding for the medical diagnostics company. Danaher Corp (DHR.N) bought Beckman for $5.8 billion — nearly three times PerkinElmer’s annual revenue.   PerkinElmer shares are off more than 14 percent year to date, with most of the decline coming over the past two months.  (Reporting by Bill Berkrot and Anand Basu; Editing by Derek Caney, Maureen Bavdek, Dave Zimmerman)   ",9082011,http://www.reuters.com/article/perkinelmer-caliper/update-4-perkinelmer-to-buy-caliper-for-600-mln-idUSN1E7861IY20110908
10,DHR,UPDATE 1-Danaher backs outlook despite volatility," NEW YORK, Sept 9 (Reuters) - Industrial and medical conglomerate Danaher Corp (DHR.N) said recent volatility in financial markets and uncertainty about economic growth have not changed its earnings outlook for the current quarter and the rest of the year.   The company, whose products range from dental tools to test and measurement equipment and machines used at gas stations, stood by its forecast for earnings per share from continuing operations of 66 cents to 71 cents in the third quarter.   “I think we feel very good with that guidance today,” Chief Executive Larry Culp said at the outset of an analyst meeting Friday focused on the company’s growth in emerging markets. “July and August played out to expectations. We are seeing some, but I think very modest, impact from the headlines.”   Danaher’s businesses in emerging markets are growing faster than in developed markets, and the United States is stronger than Europe, Culp said.   The Washington-based company forecast China sales, including exports from China, of $1.7 billion this year, India sales of $250 million, and Latin America sales of $600 million.   Separately, Danaher said it had begun the process of cutting about 1,000 jobs as a result of its takeover of Beckman Coulter, a maker of medical diagnostics technology. That $5.8 billion deal was Danaher’s biggest ever.  (Reporting by Nick Zieminski; editing by John Wallace)   ",9092011,http://www.reuters.com/article/danaher-outlook/update-1-danaher-backs-outlook-despite-volatility-idUSN1E7880BY20110909
